geothermal_grad_degC_m,depth_m,log10_permeability_m2,permeability_md,porosity,thickness_m
0.0463,2525.9,-14.72,1.92,0.14,75
0.0226,4269.6,-14.41,3.98,0.09,35
0.0304,4194.1,-14.24,5.78,0.38,25
0.0278,4452.4,-13.61,24.74,0.3,20
0.0289,5225.3,-12.77,172.67,0.33,30
0.0293,2220.5,-14.42,3.89,0.35,75
0.0456,3002.2,-12.45,355.9,0.13,90
0.0236,4122.3,-12.37,430.86,0.4,85
0.0366,4752,-12.9,126.53,0.32,10
0.0369,2483,-14.02,9.72,0.31,30
0.0333,1928.4,-14.23,5.96,0.22,75
0.0225,3053.7,-13.24,58.47,0.12,15
0.0277,4469.1,-13.35,45.74,0.3,25
0.0488,4914.1,-14.11,7.79,0.31,95
0.0317,4738.6,-12.19,646.76,0.1,10
0.0214,4793.9,-14.88,1.34,0.33,20
0.0272,4743.2,-14.18,6.62,0.14,55
0.0198,2779.7,-14.12,7.72,0.19,90
0.0431,1991.7,-13.51,31.41,0.26,3
0.0424,3898.6,-13.35,45.69,0.22,25
0.039,4211,-15.03,0.96,0.06,70
0.026,2742.9,-14.91,1.24,0.42,5
0.03,1420.6,-12.17,678.72,0.23,30
0.0366,1104.9,-14.47,3.47,0.16,10
0.0282,4812.1,-14.32,4.8,0.38,35
0.0433,3470.3,-13.43,37.68,0.04,110
0.0343,2683.2,-14.76,1.76,0.18,10
0.0261,2405.1,-13.71,19.86,0.15,50
0.0343,5195.4,-14.89,1.32,0.37,5
0.0338,3900.7,-13.4,40.6,0.41,75
0.0278,1942.9,-13.34,46.69,0.27,45
0.0231,3801.2,-13.52,30.43,0.19,50
0.0197,5458.3,-12.48,333.25,0.38,60
0.0208,4696.1,-13.68,21.25,0.35,25
0.0331,3682.3,-12.42,383.85,0.25,3
0.0315,1506.3,-13.46,35.25,0.28,85
0.0426,3562.4,-13.11,77.97,0.06,80
0.0201,1605,-13.91,12.36,0.29,35
0.0205,4381.2,-12.03,936.82,0.29,90
0.0362,3515.8,-13.43,37.97,0.05,5
0.0372,5401.8,-13.29,51.55,0.11,80
0.0318,3569.3,-12.78,169.66,0.1,3
0.0337,4033.6,-14.03,9.51,0.09,70
0.0218,3770.4,-12.3,509.04,0.15,65
0.0216,2944.6,-13.07,86.3,0.18,95
0.0466,3563.3,-12.59,260.55,0.32,40
0.0179,1620.8,-13.45,35.75,0.26,40
0.0278,5087.8,-13.1,80.71,0.26,25
0.0236,2256.8,-14.84,1.47,0.43,20
0.0491,1639.1,-13.47,34.5,0.42,80
0.0229,4841.4,-12.92,123.2,0.3,95
0.0207,3081.8,-12.63,239.37,0.31,30
0.04,2682.9,-13.5,32.26,0.2,50
0.0465,910.8,-14.58,2.64,0.23,50
0.0425,1476.9,-12.34,458.25,0.09,90
0.0206,4622.2,-13.43,37.41,0.2,65
0.0221,3565.1,-13.04,92.36,0.41,50
0.0193,3931.1,-12.48,334.76,0.12,5
0.0215,2812.1,-14.51,3.16,0.16,70
0.041,2385.8,-14.58,2.65,0.41,110
0.0182,2365.9,-14.62,2.41,0.22,20
0.0464,2200.1,-13.68,20.99,0.3,45
0.0356,4488.3,-14.91,1.25,0.16,60
0.02,2416,-13.81,15.6,0.23,50
0.0393,1089.1,-14.87,1.35,0.3,45
0.0136,1370.2,-14.52,3.04,0.15,30
0.0171,2491.7,-12.7,204.41,0.4,110
0.0394,5028.8,-15.01,0.99,0.36,20
0.0333,1251.2,-12.45,357.55,0.22,30
0.0346,1779.5,-13.03,94.6,0.22,85
0.0445,998,-12.31,492.48,0.27,35
0.0341,1600,-12.62,240.88,0.27,45
0.0288,4584.5,-12.2,633.54,0.35,35
0.0364,4721,-13.97,10.78,0.2,10
0.0212,3472.9,-15.03,0.95,0.43,45
0.0434,3489.2,-14.69,2.07,0.26,50
0.0345,2598,-14.94,1.17,0.26,35
0.022,4661.5,-13.07,86.38,0.08,90
0.0401,4117.8,-13.85,14.28,0.39,85
0.017,3331,-13.3,50.92,0.42,10
0.0487,3232.2,-13.58,26.53,0.1,25
0.0317,1554,-12.08,841.86,0.28,95
0.0405,4768.3,-14.77,1.73,0.31,30
0.036,5133.7,-14.69,2.05,0.09,10
0.0234,2658.9,-13.82,15.29,0.09,100
0.0203,5290.3,-13.81,15.8,0.22,10
0.02,2279.9,-13.91,12.45,0.13,55
0.0223,2905.1,-14.09,8.31,0.03,15
0.023,3938.1,-12.34,460.58,0.05,30
0.0298,5320.7,-12.8,161.85,0.18,90
0.0273,1265.3,-14.64,2.34,0.38,110
0.045,5050.4,-12,1014.34,0.31,90
0.0249,4818.8,-14.51,3.11,0.06,90
0.0191,4035.6,-13.55,28.6,0.11,3
0.0168,3741.6,-14.18,6.7,0.22,25
0.0491,3428,-12.98,105.52,0.41,15
0.0155,4922.4,-14.69,2.08,0.12,60
0.0149,4645.6,-14.09,8.32,0.22,10
0.016,1389.1,-13.32,48.83,0.27,15
0.0271,4580.1,-12.35,450.87,0.11,95
0.0147,3246.1,-12.07,860.76,0.19,60
0.0365,3896.9,-13.02,96.21,0.2,40
0.0495,5012.8,-13.05,91.14,0.33,15
0.0226,2502.5,-13.39,41.6,0.21,5
0.0487,2460.1,-14.91,1.26,0.2,95
0.0436,3792.2,-13.24,57.93,0.31,45
0.0442,4352.4,-13.07,86.57,0.21,75
0.0423,1003.3,-12.18,666.43,0.35,45
0.0455,2011.8,-12.48,332.13,0.18,10
0.0229,2653.9,-13.62,24.26,0.13,80
0.0423,5121.1,-13.36,43.81,0.33,35
0.0189,3093.1,-13.03,95.52,0.4,5
0.0274,4364.9,-13.23,60.02,0.34,75
0.0429,5041.1,-14.9,1.26,0.06,60
0.0252,4523.3,-14.66,2.23,0.37,35
0.0171,3370.7,-13.41,39.21,0.28,15
0.0446,1524.7,-14.42,3.83,0.11,50
0.035,1688.2,-12.41,397.94,0.4,90
0.0384,2039.6,-13.95,11.41,0.07,45
0.0391,1762.9,-13.14,74.19,0.36,35
0.0301,3298.7,-13.47,34.6,0.32,70
0.0256,2015.7,-14.63,2.35,0.07,65
0.0335,2003.7,-14.64,2.35,0.3,90
0.0141,1269,-13.92,12.32,0.32,70
0.0376,2275.8,-15.01,0.98,0.33,90
0.0479,3621.9,-13.08,83.68,0.33,70
0.0366,1217.2,-13.67,21.8,0.21,110
0.0484,1461.2,-14.45,3.6,0.17,70
0.0379,2205.1,-13.99,10.36,0.15,20
0.0415,4363.1,-14.13,7.48,0.2,20
0.0138,2546.4,-12.54,294.74,0.06,70
0.0354,1724.6,-13.93,11.96,0.41,15
0.0363,1793.2,-14.79,1.65,0.11,75
0.0368,1046.6,-12.26,557.91,0.18,35
0.0153,1917.9,-12.39,414.25,0.12,110
0.0326,3989.3,-12.27,544.95,0.18,50
0.0186,2634.4,-14.43,3.73,0.2,65
0.0198,4054.1,-13.86,13.86,0.11,80
0.0233,976.3,-12.58,267.88,0.25,105
0.0419,2246.5,-13.45,35.92,0.28,45
0.0389,3572.6,-12.76,177.1,0.25,90
0.0145,2229,-13.65,22.79,0.41,85
0.0144,5169.2,-13.8,16.17,0.43,15
0.0327,5315.8,-12.38,421.36,0.23,25
0.0231,3434.1,-12.23,598.04,0.04,80
0.0187,1291.2,-13.63,23.76,0.36,10
0.0457,1659.1,-14.3,5.08,0.12,10
0.0214,1430.6,-14.16,6.98,0.2,35
0.0146,4614,-12.31,493.04,0.15,40
0.0418,4271.1,-13.67,21.54,0.25,105
0.0184,5332.5,-14.17,6.87,0.33,65
0.027,1259.9,-14.95,1.15,0.04,25
0.0167,1027,-13.15,71.18,0.21,20
0.0384,1465.2,-14.57,2.72,0.42,70
0.0139,3004.6,-14.61,2.51,0.15,100
0.0189,2266.2,-12.85,141.69,0.26,3
0.0361,3579.3,-12.23,598.69,0.33,10
0.0162,3652.4,-13.17,69.01,0.1,10
0.0151,5118.1,-14.48,3.32,0.4,65
0.0285,4852.7,-14.93,1.2,0.34,55
0.0315,1707.6,-13.94,11.54,0.42,65
0.0495,4788,-13.4,40.51,0.23,105
0.0239,928.4,-14.1,8.01,0.36,3
0.0348,3124.7,-12.66,223.51,0.07,45
0.0414,1390.6,-12.12,762.35,0.04,3
0.0195,2160.2,-14.72,1.91,0.09,45
0.048,1383.3,-12.89,129.5,0.36,60
0.0205,2367.3,-13.9,12.72,0.04,35
0.0292,1792.3,-14.71,1.98,0.12,55
0.0255,4082,-12.46,349.32,0.29,10
0.0489,1241.2,-13.57,27.3,0.29,55
0.0244,3066.1,-14.36,4.38,0.06,75
0.0219,3733.6,-15.05,0.9,0.39,70
0.0365,2926.6,-14.04,9.14,0.05,35
0.0367,3934.2,-12.79,166.06,0.09,10
0.0372,5157.8,-14.89,1.31,0.09,40
0.032,3502.6,-14.87,1.35,0.22,60
0.0188,1886,-12.8,161.32,0.2,90
0.0415,3527.5,-13.89,13.13,0.44,50
0.0216,2775.3,-13.93,11.98,0.2,75
0.0435,3883.8,-14.94,1.16,0.18,15
0.0451,4500,-13.79,16.46,0.19,80
0.0265,2444.9,-14.69,2.07,0.1,50
0.0451,2272.9,-14.06,8.91,0.19,15
0.046,1091.2,-14.74,1.84,0.31,45
0.0337,4008.2,-13.44,37.11,0.08,35
0.0143,2819.9,-12.54,291.96,0.3,55
0.0337,3374.9,-12.39,408.7,0.42,75
0.0402,4247.8,-12.67,215.13,0.18,40
0.0296,2994.8,-13.04,92.87,0.32,65
0.0274,3949.4,-12.13,744.54,0.36,95
0.0313,5040.8,-13.92,12.07,0.41,20
0.0211,3960.2,-12.19,651.11,0.37,100
0.0429,3563.5,-12.38,417.58,0.39,85
0.0339,3886.3,-12.9,127.26,0.29,110
0.0183,3499.2,-12.03,951.35,0.06,80
0.0453,3702.9,-12.04,924.58,0.15,80
0.0289,4799.3,-12.1,799.31,0.36,65
0.0452,1207.5,-14.49,3.27,0.27,40
0.048,4966.2,-12.95,113.61,0.2,95
0.0412,3068.1,-12.41,392.24,0.4,10
0.0474,957.2,-13.44,36.51,0.06,100
0.0213,4527.2,-12.82,154.37,0.07,20
0.0166,2038.6,-14.98,1.06,0.16,25
0.0447,3035.9,-13.08,83.85,0.14,110
0.0299,4456.4,-13.31,50.08,0.13,105
0.027,4638.8,-13.74,18.63,0.34,75
0.0479,3690.1,-12.14,729.18,0.13,40
0.0344,4491.6,-14.86,1.4,0.05,50
0.032,1436.5,-13.85,14.45,0.19,10
0.0391,1815.9,-12.94,117.19,0.37,90
0.0231,3213.3,-14.4,4,0.23,95
0.0276,1320.5,-13.55,28.67,0.11,45
0.0416,1155.1,-13.25,56.75,0.14,55
0.0422,3957.6,-14.59,2.62,0.25,35
0.0408,1958.6,-12.05,893.86,0.04,10
0.0303,1263.1,-13.98,10.5,0.42,105
0.0253,1022.4,-13.42,38.73,0.26,45
0.0289,4730.1,-14.44,3.7,0.19,70
0.041,4502.5,-13.96,11.03,0.09,110
0.0238,2867.3,-12.35,448.22,0.23,40
0.0251,4111,-14.3,5.04,0.09,95
0.0438,1749.3,-14.6,2.52,0.15,50
0.0419,5030.2,-13.14,73.9,0.42,75
0.0224,2693,-13.03,95.37,0.18,30
0.0427,1478.3,-13.71,19.69,0.41,25
0.0288,4202.9,-12.45,361.15,0.43,45
0.0233,1330.7,-12.68,210.37,0.44,30
0.0205,3877.9,-12.61,248.76,0.14,75
0.0233,996.1,-12.56,277.59,0.33,110
0.0401,3728.4,-14.09,8.2,0.27,25
0.0303,4463.4,-13.34,46.85,0.04,20
0.0337,1578.3,-14.91,1.24,0.21,80
0.0164,1131.8,-15.03,0.95,0.43,45
0.0404,3097.2,-13.11,79.04,0.13,50
0.036,1011.4,-14.61,2.47,0.36,35
0.039,4900.1,-14.12,7.67,0.35,95
0.0138,1120.3,-13.49,32.54,0.34,40
0.035,5177.9,-14.2,6.42,0.27,5
0.0347,1845.5,-12.98,106.16,0.08,105
0.0261,4971.6,-12.64,232.96,0.4,15
0.0385,3946.6,-13.82,15.24,0.3,110
0.0249,1820.2,-13.14,72.58,0.3,3
0.0431,2803.3,-14.62,2.41,0.25,5
0.0202,1881.5,-14.16,7.05,0.4,10
0.0218,4760.2,-14.47,3.4,0.2,35
0.0207,1988,-13.67,21.63,0.15,35
0.0319,2397.4,-14.56,2.76,0.4,30
0.0204,1834.4,-12.22,614.03,0.07,75
0.0328,1225.5,-12.87,136.13,0.06,35
0.0271,2239.3,-12.07,870.53,0.41,35
0.0336,4776.1,-13.25,56.64,0.21,100
0.0267,2174.2,-13.88,13.5,0.16,3
0.0201,5403.6,-13.52,30.83,0.17,40
0.0358,3295,-14.26,5.52,0.38,110
0.0294,5017.8,-13.64,23.03,0.34,80
0.0356,5006.2,-12.41,389.96,0.13,25
0.0357,2588.6,-12.26,552.29,0.12,20
0.0454,2670.3,-12.73,188.53,0.31,25
0.0225,5272.4,-14.11,7.87,0.24,35
0.0422,4142.2,-12.67,217.18,0.07,110
0.039,1772.1,-14.5,3.17,0.18,85
0.0483,5262.4,-11.99,1034.57,0.08,60
0.0447,4620.5,-14.15,7.25,0.15,15
0.0358,1146.9,-13.53,29.57,0.09,50
0.0421,2624.9,-12.94,116.84,0.09,100
0.0267,3380,-13.96,11.13,0.38,95
0.0174,2281.8,-14.97,1.09,0.2,3
0.0482,1816.4,-14.37,4.35,0.06,95
0.0267,1607.7,-12.92,122.74,0.12,70
0.0271,1889.8,-13.33,47.82,0.33,105
0.0336,3734.4,-14.61,2.46,0.22,10
0.0448,4262.6,-13.55,28.46,0.29,35
0.0293,2454.4,-12.06,890.76,0.24,95
0.0444,5456.3,-14.02,9.61,0.41,20
0.0345,1884.6,-14.31,4.95,0.07,5
0.0435,3060.4,-14.08,8.39,0.34,15
0.0158,5060.5,-15.02,0.97,0.33,50
0.028,2877.4,-13.1,81.09,0.28,110
0.014,4097.1,-14.16,7.04,0.24,75
0.028,2767.7,-13.01,99.43,0.35,100
0.0446,3197.8,-12.9,127.57,0.16,40
0.0313,3573.7,-13.59,26.3,0.24,25
0.0466,1780.6,-12.72,192.27,0.24,5
0.0252,5046,-12.64,234.61,0.36,95
0.0288,1517.8,-14.11,7.85,0.28,55
0.0335,4250.7,-13.64,22.95,0.08,75
0.0286,1677.6,-12.3,513.38,0.29,60
0.0321,2662.6,-13.87,13.82,0.05,70
0.0259,4276.2,-12.8,161,0.1,45
0.0473,4033.2,-12.42,386.72,0.21,110
0.0308,5184.5,-14.1,8.08,0.17,95
0.0242,1308.7,-12.14,728.37,0.32,30
0.0301,1490.8,-14.02,9.64,0.22,90
0.0209,2726.3,-12.04,927.87,0.42,90
0.0213,2507.8,-14.18,6.77,0.19,25
0.041,3655.3,-14.14,7.36,0.44,3
0.0159,1242.2,-12.96,111.01,0.23,100
0.0293,5247.9,-14.61,2.52,0.32,35
0.021,4405.3,-13.24,58.48,0.24,35
0.0223,3282.4,-13.5,32.17,0.37,45
0.031,5366.7,-12.93,120.15,0.43,100
0.0185,3826,-13.56,27.7,0.35,50
0.0186,3102.1,-13.86,13.92,0.12,10
0.0474,4652.9,-13.16,70.11,0.08,30
0.0316,2320.8,-12.88,134.68,0.07,60
0.0317,998.9,-13.82,15.45,0.21,70
0.0444,1451.8,-12.11,781.06,0.35,20
0.0173,4366.9,-12.3,507.12,0.38,85
0.0433,5298.4,-14.55,2.87,0.04,105
0.0166,3111.5,-12.03,943.36,0.34,95
0.0405,4866.9,-14.37,4.35,0.11,80
0.0219,4277.7,-14.44,3.66,0.2,50
0.0329,5092,-14.21,6.19,0.1,105
0.0322,1997,-12.38,425.43,0.18,95
0.0407,1687.1,-12.47,343.8,0.06,45
0.0343,4072.5,-12.3,510.56,0.06,35
0.0135,4285.7,-13.81,15.83,0.4,5
0.0238,2560.9,-13.54,28.99,0.37,50
0.0242,2370.4,-13.69,20.81,0.38,55
0.0473,4734.2,-12.96,110.41,0.19,25
0.0167,3494.4,-12.09,832.39,0.18,95
0.0291,2025.5,-12.9,128.67,0.13,80
0.021,4629.4,-12.97,107.63,0.3,65
0.0191,3500.6,-12.87,135.39,0.41,5
0.0174,987.6,-12.39,412.98,0.15,20
0.0222,3193.5,-14.73,1.89,0.37,80
0.0352,4467.7,-12.23,593.26,0.12,100
0.0145,1211.5,-13.44,37.17,0.33,15
0.0159,5168.7,-12.16,700.32,0.15,3
0.0349,3433.6,-12.45,358.52,0.38,20
0.0184,3850.5,-12.82,152.88,0.39,105
0.0394,3881.7,-13.28,53.3,0.24,60
0.0227,2439.1,-13.18,66.66,0.35,15
0.0201,3407,-14.64,2.34,0.06,100
0.0253,3358.9,-13.31,49.12,0.39,45
0.0294,4503.6,-13.09,82.37,0.12,35
0.0494,3625.3,-14.47,3.45,0.41,5
0.0197,4074,-12.59,259.78,0.38,40
0.0374,5386.2,-14.76,1.77,0.08,10
0.044,1135.2,-13.17,69.29,0.41,25
0.0209,2933.5,-14.22,6.04,0.17,20
0.0437,5305.5,-13.64,23.01,0.12,15
0.045,3349.6,-14.65,2.25,0.37,90
0.0489,4244.7,-12.87,136.44,0.35,110
0.0417,4474.3,-13.53,29.88,0.14,10
0.0136,4280.4,-14.04,9.26,0.04,70
0.0398,2614.7,-13.49,32.44,0.36,3
0.0268,5419.9,-14.55,2.86,0.36,105
0.0292,4684.4,-13.3,51.23,0.3,65
0.0409,2532.4,-15.04,0.93,0.14,105
0.0224,5236,-12.94,117.02,0.36,3
0.0331,5413.3,-12.4,406.37,0.09,95
0.0187,3810.4,-12.08,851.92,0.07,80
0.015,5165.3,-14.72,1.93,0.05,40
0.03,3828,-14.98,1.07,0.03,105
0.0275,5363.8,-12.7,200.83,0.4,85
0.0165,4175.1,-12.77,171.69,0.39,65
0.0346,1338.6,-13.68,21.08,0.26,45
0.0318,2514.7,-13.23,59.13,0.04,25
0.0151,4213.3,-12.02,975.51,0.08,45
0.0318,3692.1,-13.87,13.68,0.16,90
0.0465,4543.2,-12.47,343.09,0.36,90
0.0377,4289.9,-13.36,44.61,0.43,15
0.0151,1993.4,-12.37,427.58,0.3,10
0.0308,1017,-14.05,9.04,0.39,15
0.047,3615.5,-13.12,77.27,0.42,105
0.0396,4124,-13.86,14.01,0.42,110
0.0418,4838.9,-12.46,355.38,0.22,15
0.019,4600.7,-12.36,445.09,0.42,110
0.0234,3277.5,-13.6,25.25,0.29,3
0.0308,4355.2,-14.14,7.34,0.3,70
0.0407,4803.1,-12.42,389.31,0.16,65
0.0473,2686.7,-12.84,147.38,0.27,20
0.024,4918.2,-12.06,884.98,0.04,40
0.0164,1471.8,-12.38,424.24,0.39,65
0.0236,2252.9,-13.17,68.02,0.06,10
0.0281,4691.7,-13.34,45.94,0.41,30
0.0306,2257.5,-14.67,2.16,0.23,3
0.0212,4599.7,-12.01,984.24,0.05,30
0.0221,1457,-13.49,32.83,0.04,70
0.0235,2456.4,-13.68,21.16,0.41,95
0.0421,3685.3,-13.39,41.72,0.21,25
0.0264,1050.4,-14.34,4.6,0.36,90
0.0183,2339,-13.76,17.43,0.09,105
0.0269,3391.6,-12.46,349.91,0.27,80
0.0353,2680.8,-14.09,8.17,0.24,65
0.0256,4188.6,-12.47,344.75,0.4,55
0.0289,4189.7,-12.39,416.03,0.17,75
0.017,4485.6,-14.79,1.64,0.18,65
0.0454,4024.8,-12.18,670.51,0.12,45
0.0166,2240.7,-14.99,1.04,0.33,5
0.0251,3690.6,-14.39,4.1,0.1,25
0.0284,2701.5,-13.06,89.06,0.19,40
0.0187,2326,-12.88,134.09,0.19,100
0.0436,2656.8,-12,1011.22,0.08,3
0.0479,1535.7,-12.73,187.23,0.05,60
0.0324,4325.3,-12.01,990.8,0.13,105
0.0493,2337.4,-15.04,0.91,0.43,50
0.0446,5297.3,-14.84,1.47,0.11,3
0.0414,3157.2,-12.75,179.63,0.23,25
0.0374,4795.6,-12.12,770.83,0.21,15
0.0145,1135.6,-13.46,35.49,0.3,50
0.0486,5375.3,-14.01,9.93,0.21,60
0.0355,2862.9,-13.81,15.6,0.16,35
0.0199,2069.1,-12.03,944.98,0.35,15
0.0424,4062.3,-13.02,96.75,0.41,60
0.0167,3146.6,-11.97,1095.65,0.11,110
0.0457,1672.3,-13.19,65.78,0.04,50
0.0485,4706.4,-14.13,7.59,0.32,100
0.0405,1063.8,-12.29,520.25,0.29,35
0.0355,3447,-12.66,219.88,0.32,3
0.0483,2763.2,-14.15,7.17,0.21,75
0.0401,5182.2,-13.13,75.9,0.38,10
0.0426,4063.2,-15.05,0.9,0.21,25
0.0431,5040.4,-12.01,993.36,0.36,10
0.0181,2035.1,-13.57,27.44,0.19,40
0.0373,4223.2,-14.41,3.95,0.38,60
0.022,2295.7,-12.04,924.08,0.19,3
0.0173,2307,-12.32,483.08,0.37,60
0.0345,4444.1,-14.92,1.21,0.29,10
0.0183,5274.6,-12.26,551.74,0.11,3
0.0417,2822.6,-13.22,61.3,0.07,15
0.0318,1952.8,-12.86,140.88,0.18,35
0.0291,3887.5,-12.12,766.09,0.34,75
0.0363,2396.8,-12.75,180.3,0.12,90
0.04,916.8,-14.6,2.52,0.25,100
0.0455,5083,-14.75,1.8,0.05,80
0.0175,2146.2,-13.68,21.31,0.11,10
0.0156,4513.3,-14.04,9.16,0.35,10
0.0383,4307.3,-13.55,28.32,0.36,40
0.0158,3189.5,-13.51,31.4,0.4,100
0.0215,1615,-13.72,19.45,0.22,55
0.0359,5054.1,-13.31,49.69,0.29,35
0.0474,1179.6,-14.15,7.13,0.1,70
0.0486,1132.9,-14.99,1.05,0.09,75
0.0361,1497.1,-13.42,38.29,0.21,35
0.0485,3334,-14.96,1.11,0.34,55
0.0196,4842.3,-12.05,894.09,0.07,70
0.0218,2667.8,-13.35,45.41,0.36,55
0.0189,4202.6,-12.79,162.63,0.4,50
0.0307,2849.6,-12.85,142.88,0.04,65
0.0432,5299,-12.44,364.38,0.4,20
0.0321,3489.2,-14.06,8.78,0.1,105
0.0456,4830.1,-12.97,109.65,0.14,80
0.0248,5242.7,-12.35,450.02,0.04,10
0.0145,5087.2,-14.88,1.32,0.1,90
0.0348,3506.9,-12.17,683.52,0.33,80
0.0306,2897.9,-12.28,527.68,0.18,70
0.0334,1460.2,-13.28,53.02,0.11,95
0.0187,1799.7,-14.62,2.43,0.05,100
0.0374,5154.4,-13.57,26.98,0.04,75
0.0321,3640.2,-13.34,46.03,0.4,95
0.0374,1638.6,-13.49,32.96,0.24,105
0.0472,4628.3,-12.7,201.78,0.23,3
0.0458,3222.6,-12.49,330.18,0.2,80
0.0346,2142,-12.77,172.57,0.07,35
0.0468,1933.4,-13.69,20.6,0.04,55
0.0465,4421.5,-13.14,74.04,0.03,65
0.0258,1451.6,-13.84,14.78,0.04,25
0.0486,3260.4,-13.24,58.88,0.32,35
0.0455,4610.1,-13.28,52.78,0.29,70
0.014,4547.6,-13.99,10.29,0.42,35
0.0244,1641.4,-12.81,155.83,0.27,95
0.0327,5084.1,-14.26,5.62,0.12,40
0.026,4246.8,-13.99,10.44,0.18,105
0.0351,2752.4,-14.03,9.45,0.24,95
0.0249,3380.5,-12.37,434.23,0.43,80
0.0255,5038.8,-15.04,0.92,0.38,85
0.0274,1071.4,-13.65,22.48,0.06,100
0.0138,2053.8,-14.61,2.51,0.11,50
0.0274,5461.2,-14.1,8.12,0.25,110
0.0393,1530.3,-13.29,52.44,0.11,70
0.0415,4943.3,-14.57,2.76,0.07,45
0.025,1354.8,-14.65,2.28,0.14,35
0.0346,2661.3,-14.23,5.93,0.09,60
0.0254,4336,-12.2,640.11,0.05,70
0.0192,969.1,-13.8,16.09,0.35,105
0.0288,1161.2,-14.93,1.18,0.08,30
0.0319,5326.3,-12.26,559.4,0.36,80
0.0476,4652.6,-14.43,3.75,0.1,50
0.0316,4818.1,-14.52,3.04,0.27,50
0.0477,3815.2,-13.25,56.84,0.07,20
0.0232,5184.7,-14.89,1.3,0.24,105
0.0452,2797.2,-13.15,72.32,0.41,65
0.0378,1226.5,-14.38,4.27,0.34,80
0.0271,1696.4,-12.59,259.64,0.43,60
0.0254,5362,-14.69,2.08,0.18,100
0.0435,4553.8,-14.91,1.24,0.11,95
0.0248,2936.6,-15.04,0.93,0.05,60
0.0293,4109.3,-12.38,418.22,0.32,5
0.0238,1221.7,-13.9,12.62,0.03,90
0.0427,2290.1,-13.61,24.66,0.26,20
0.0173,3405,-12.36,440.56,0.42,60
0.0486,4677,-14.55,2.84,0.43,100
0.0295,1017.4,-15,1.02,0.2,65
0.0363,1981.4,-12.37,431.8,0.33,80
0.0477,2442.4,-12,1014.28,0.27,35
0.0163,2473.5,-13.09,81.78,0.11,10
0.0277,3123.7,-12.37,428.2,0.26,110
0.017,2050.8,-13.11,79.34,0.38,85
0.0247,1330.3,-14.36,4.4,0.29,35
0.0445,4083.3,-13.81,15.77,0.12,15
0.0213,4171.6,-14.74,1.83,0.24,30
0.0211,3983.7,-13.29,52.16,0.11,25
0.0467,2263.7,-14.19,6.61,0.26,105
0.0446,5429,-11.97,1088.75,0.07,3
0.043,5313.2,-13.8,16.02,0.27,35
0.0407,2003.8,-14.15,7.21,0.31,55
0.0227,4219.9,-14.55,2.88,0.12,75
0.0413,4666,-13.4,39.95,0.36,45
0.0295,1900.8,-12.65,228.44,0.26,90
0.019,5049.2,-12.12,768.58,0.07,20
0.0329,1660.6,-14.71,1.95,0.04,10
0.0429,5019.9,-14.44,3.64,0.17,50
0.0179,3498.4,-13.44,36.41,0.21,5
0.0325,2917.3,-14.36,4.38,0.35,75
0.0263,1213.3,-13.94,11.74,0.13,40
0.0482,3340,-14.48,3.36,0.09,30
0.028,2810.4,-13.03,94.45,0.1,85
0.0441,4550,-12.94,117.03,0.29,50
0.0143,4294.6,-12.92,123.04,0.09,15
0.0276,4805.7,-14.88,1.35,0.1,20
0.0359,2871.4,-12.77,172.96,0.16,40
0.036,1731.6,-12.67,215.58,0.27,10
0.0251,3695.1,-14.8,1.61,0.19,85
0.0378,1761.5,-12.92,122.54,0.18,70
0.0406,2331.8,-14.48,3.34,0.34,65
0.0399,5396.5,-12.48,333.81,0.18,80
0.0371,3247.6,-13.67,21.56,0.41,75
0.017,2673,-13.42,38.83,0.43,105
0.0267,1183.1,-14.56,2.78,0.27,5
0.0415,1782.4,-13.72,19.23,0.08,50
0.0264,5050.3,-12.72,192.26,0.23,5
0.0262,3431.6,-12.4,400.71,0.21,15
0.0252,1304.2,-12.55,285.32,0.16,65
0.0281,4366.6,-12.76,175.09,0.18,15
0.0355,5185.5,-13.61,24.69,0.31,100
0.0467,2791.7,-12.58,265.31,0.24,100
0.0373,1318.6,-14.21,6.26,0.42,3
0.0427,2423.5,-14.99,1.03,0.27,75
0.0209,4159.8,-12.46,349.41,0.37,75
0.0265,3355.3,-14.72,1.95,0.04,5
0.0322,3539.4,-12.27,547.96,0.28,20
0.0171,5470.9,-12.69,208.27,0.06,110
0.0381,3802.7,-12.18,663.31,0.25,90
0.0199,923.3,-14.22,6.06,0.32,15
0.0391,3850.5,-13.94,11.54,0.25,5
0.0492,1944.4,-13.05,91.23,0.34,35
0.031,2583.1,-14.93,1.18,0.2,10
0.0311,2647.8,-13.34,46.77,0.42,20
0.0352,3243.6,-14.2,6.45,0.27,70
0.0195,1362.7,-14.75,1.8,0.28,100
0.0378,1995.4,-12.37,436.85,0.05,80
0.0263,1018.6,-14.05,9.01,0.18,10
0.0241,4170.3,-15.04,0.93,0.15,40
0.0409,2831.3,-13.55,28.69,0.41,20
0.0337,1251.4,-13.99,10.4,0.39,110
0.0406,1361.6,-13.81,15.7,0.17,45
0.0346,1850.3,-14.15,7.22,0.2,55
0.0298,5365.1,-12.68,210.79,0.18,75
0.034,1906.8,-13.06,87.96,0.37,95
0.0296,4649.8,-12.1,795.87,0.21,40
0.0173,4589.2,-13.68,21.38,0.08,60
0.0216,4006.2,-14.6,2.55,0.21,95
