LOCATION_ID,SAMPLE_DATE,ANALYTICAL_METHOD,PARAMETER_NAME,PARAMETER_CODE,ANALYSIS_TYPE_CODE,SAMPLE_PURPOSE,FIELD_PREPARATION_CODE,DETECT_FLAG,REPORT_RESULT,REPORT_METHOD_DETECTION_LIMIT,REPORT_DETECTION_LIMIT,,,REPORT_UNITS,DILUTION_FACTOR,SAMPLE_TYPE,LAB_QUALIFIER,VALIDATION_QUALIFIER,VALIDATION_REASON_CODES,BEST_VALUE_FLAG,LAB_ID,FIELD_SAMPLE_ID,SAMPLE_USAGE_CODE,SAMPLING_PLAN_NAME,CHAIN_OF_CUSTODY_NO,SAMPLE_TIME,,,,
R-35b,02/20/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,5.29,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-92520,INV,Mortandad/Sandia (Chromium Investigation) MY2015 Q2 Watershed Sampling_Sandia,2015-807,11:12,,,,R-35b42055Magnesium5.29CASA-15-9252011:12
R-35b,05/05/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,5,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-95829,INV,Mortandad/Sandia (Chromium and General Surv.) MY2015 Q3 Watershed Sampling_Sandia,2015-1159,10:45,,,,R-35b42129Magnesium5CASA-15-9582910:45
R-35b,08/04/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,5.03,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-102651,INV,Mortandad/Sandia (Chromium and General Surveillance) MY2015 Q4 Watershed Sampling_Sandia,2015-2021,14:28,,,,R-35b42220Magnesium5.03CASA-15-10265114:28
R-35b,11/06/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,5.33,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-106255,INV,Mortandad/Sandia Q1 MY2016 Sampling Event_Sandia Canyon,2016-287,11:46,,,,R-35b42314Magnesium5.33CASA-16-10625511:46
R-35b,02/02/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.83,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-110065,INV,Mortandad/Sandia Q2 MY2016_Sandia,2016-675,11:15,,,,R-35b42402Magnesium4.83CASA-16-11006511:15
R-35b,05/02/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.88,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-115490,INV,Mortandad/Sandia Q3 MY2016_Sandia,2016-1135,13:10,,,,R-35b42492Magnesium4.88CASA-16-11549013:10
R-35b,08/01/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,5.23,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-124344,INV,Mortandad/Sandia (Cr and Gen Surv) MY2016 Q4 Watershed Sampling_Sandia,2016-1854,12:10,,,,R-35b42583Magnesium5.23CASA-16-12434412:10
R-35b,11/09/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.9,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-17-127292,INV,Mort/Sandia_Sand MY2017 Q1,2017-432,12:27,,,,R-35b42683Magnesium4.9CASA-17-12729212:27
R-35b,02/09/2017,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.67,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-17-129326,INV,Mortandad/Sandia (Cr Inv) MY2017 Q2,2017-1005,14:00,,,,R-35b42775Magnesium4.67CASA-17-12932614:00
R-36,03/12/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.09,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-08-11172,INV,R-36 Characterization Sampling March 2008,08-795,12:45,,,,R-3639519Magnesium4.09CASA-08-1117212:45
R-36,05/12/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.36,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-08-12885,INV,Sandia Watershed Sampling Q4 May 2008,08-1123,13:55,,,,R-3639580Magnesium4.36CASA-08-1288513:55
R-36,08/12/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.34,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-08-14397,INV,"Sandia Watershed Sampling Q1 August 2008, IFWGWMP 2008",08-1663,15:05,,,,R-3639672Magnesium4.34CASA-08-1439715:05
R-36,11/06/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.38,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-09-892,INV,"Sandia Watershed Sampling Q2 Nov. 2008, IFWGMP 2008",09-232,13:45,,,,R-3639758Magnesium4.38CASA-09-89213:45
R-36,02/05/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.37,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-09-3024,INV,"Sandia Watershed Sampling Q3 Feb. 2009, IFWGMP 2008",09-817,13:55,,,,R-3639849Magnesium4.37CASA-09-302413:55
R-36,04/28/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.97,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-09-8312,INV,"Sandia Watershed Sampling Event 4, May 2009, IFWGMP 2008",09-1643,16:12,,,,R-3639931Magnesium3.97CASA-09-831216:12
R-36,08/05/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.23,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-09-10377,INV,"Sandia Watershed Sampling Q1, August 2009, IFWGMP 2009",09-2799,11:00,,,,R-3640030Magnesium4.23CASA-09-1037711:00
R-36,11/04/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.41,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-10-3833,INV,"Sandia Watershed Sampling Qtr 2, Nov. 2009, IFWGMP 2009",10-375,16:00,,,,R-3640121Magnesium4.41CASA-10-383316:00
R-36,02/04/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.18,0.85,3,,,mg/L,10,WG,,NQ,NQ,Y,GELC,CASA-10-9494,INV,"Sandia Watershed Sampling Q3, February 2010, IFWGMP 2009",10-1644,14:42,,,,R-3640213Magnesium4.18CASA-10-949414:42
R-36,05/12/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.25,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-10-16792,INV,"Sandia Watershed Sampling Q4, May 2010, IFWGMP 2009",10-3152,13:20,,,,R-3640310Magnesium4.25CASA-10-1679213:20
R-36,07/12/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.21,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-10-22703,INV,"Sandia Watershed Sampling Q1, July 2010, IFWGMP 2010",10-3650,13:28,,,,R-3640371Magnesium4.21CASA-10-2270313:28
R-36,11/11/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.32,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-1377,INV,"Sandia Watershed Sampling Q2, November 2010, IFWGMP 2010",11-492,11:10,,,,R-3640493Magnesium4.32CASA-11-137711:10
R-36,02/25/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.18,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-4566,INV,"Sandia Watershed Sampling Q3, Feb. 2011, 2010 Interim Plan",11-1456,13:12,,,,R-3640599Magnesium4.18CASA-11-456613:12
R-36,06/02/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-10817,INV,"Sandia Watershed Sampling Q4, May 2011, 2010 Interim Plan",11-2608,10:25,,,,R-3640696Magnesium4CASA-11-1081710:25
R-36,08/15/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.38,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-24788,INV,"Sandia Watershed Sampling Q5, August 2011, Interim Plan 2010",11-3206,10:36,,,,R-3640770Magnesium4.38CASA-11-2478810:36
R-36,11/16/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.39,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-12-1390,INV,"Sandia Watershed Sampling Q1, November 2011, Interim Plan 2011",12-366,13:05,,,,R-3640863Magnesium4.39CASA-12-139013:05
R-36,03/08/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.2,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-12-12038,,R-36 Sampling (TO8 FCN 10),12-1064,10:31,,,,R-3640976Magnesium4.2CASA-12-1203810:31
R-36,05/30/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.48,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-12-17138,INV,"Sandia Q3 Additional Samples (TO8, FCN 28)",12-1325,08:45,,,,R-3641059Magnesium4.48CASA-12-1713808:45
R-36,11/14/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.4,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-13-24220,INV,Mortandad/Sandia (Chromium Investigation) MY2013 Q1 Watershed Sampling_SANDIA,2013-322,13:48,,,,R-3641227Magnesium4.4CASA-13-2422013:48
R-36,05/17/2013,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.3,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-13-30553,INV,Mortandad/Sandia (Chromium Investigation) MY2013 Q3 Watershed Sampling_SANDIA,2013-868,12:50,,,,R-3641411Magnesium4.3CASA-13-3055312:50
R-36,11/13/2013,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.41,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-14-45715,INV,Mortandad/Sandia (Chromium Investigation) MY2014 Q1 Watershed Sampling_SANDIA,2014-2462,13:56,,,,R-3641591Magnesium4.41CASA-14-4571513:56
R-36,05/06/2014,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.24,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-14-75535,INV,Mortandad/Sandia (Chromium Investigation) MY2014 Q3 Watershed Sampling_Sandia,2014-3354,11:36,,,,R-3641765Magnesium4.24CASA-14-7553511:36
R-36,11/06/2014,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.12,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-90260,INV,Mortandad/Sandia (Chromium Investigation) MY2015 Q1 Watershed Sampling_Sandia,2015-251,13:10,,,,R-3641949Magnesium4.12CASA-15-9026013:10
R-36,02/12/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.17,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-92521,INV,Mortandad/Sandia (Chromium Investigation) MY2015 Q2 Watershed Sampling_Sandia,2015-792,13:29,,,,R-3642047Magnesium4.17CASA-15-9252113:29
R-36,05/05/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.2,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-95830,INV,Mortandad/Sandia (Chromium and General Surv.) MY2015 Q3 Watershed Sampling_Sandia,2015-1159,12:39,,,,R-3642129Magnesium4.2CASA-15-9583012:39
R-36,08/07/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.38,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-15-102652,INV,Mortandad/Sandia (Chromium and General Surveillance) MY2015 Q4 Watershed Sampling_Sandia,2015-2090,10:57,,,,R-3642223Magnesium4.38CASA-15-10265210:57
R-36,11/17/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.1,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-106256,INV,Mortandad/Sandia Q1 MY2016 Sampling Event_Sandia Canyon,2016-364,13:43,,,,R-3642325Magnesium4.1CASA-16-10625613:43
R-36,02/08/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.33,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-110066,INV,Mortandad/Sandia Q2 MY2016_Sandia,2016-704,11:30,,,,R-3642408Magnesium4.33CASA-16-11006611:30
R-36,05/17/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.11,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-115491,INV,Mortandad/Sandia Q3 MY2016_Sandia,2016-1222,11:14,,,,R-3642507Magnesium4.11CASA-16-11549111:14
R-36,08/01/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.36,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-16-124345,INV,Mortandad/Sandia (Cr and Gen Surv) MY2016 Q4 Watershed Sampling_Sandia,2016-1854,14:07,,,,R-3642583Magnesium4.36CASA-16-12434514:07
R-36,11/10/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,3.97,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-17-127293,INV,Mort/Sandia_Sand MY2017 Q1,2017-443,12:40,,,,R-3642684Magnesium3.97CASA-17-12729312:40
R-36,02/14/2017,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,4.23,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-17-129327,INV,Mortandad/Sandia (Cr Inv) MY2017 Q2,2017-1017,12:35,,,,R-3642780Magnesium4.23CASA-17-12932712:35
R-42,10/09/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,11.1,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-08-16441,INV,R-42 sampling 1,09-71,12:57,,,,R-4239730Magnesium11.1CAMO-08-1644112:57
R-42,11/20/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,12.5,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-826,INV,"Mortandad Watershed Sampling Q2 Nov. 2008, IFWGMP 2008",09-357,10:10,,,,R-4239772Magnesium12.5CAMO-09-82610:10
R-42,02/20/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,12.9,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-2871,INV,"Mortandad Watershed Sampling Q3 Feb. 2009, IFWGMP 2008",09-974,12:50,,,,R-4239864Magnesium12.9CAMO-09-287112:50
R-42,05/11/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,12.6,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-8210,INV,"Mortandad Watershed Sampling Event 4, May 2009, IFWGMP 2008",09-1821,13:30,,,,R-4239944Magnesium12.6CAMO-09-821013:30
R-42,08/14/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,12,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-9570,INV,"Mortandad Watershed Sampling Q1, August 2009, IFWGMP 2009",09-2895,14:10,,,,R-4240039Magnesium12CAMO-09-957014:10
R-42,11/05/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,12.8,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-3219,INV,"Mortandad Watershed Sampling Qtr 2, Nov. 2009, IFWGMP 2009",10-396,13:40,,,,R-4240122Magnesium12.8CAMO-10-321913:40
R-42,02/10/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,13.2,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-9355,INV,"Mortandad Watershed Sampling Q3, February 2010, IFWGMP 2009",10-1807,15:41,,,,R-4240219Magnesium13.2CAMO-10-935515:41
R-42,05/13/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,13.4,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-16821,INV,"Mortandad Watershed Sampling Q4, May 2010, IFWGMP 2009",10-3176,12:38,,,,R-4240311Magnesium13.4CAMO-10-1682112:38
R-42,07/13/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,13.7,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-10-22893,INV,"Mortandad Watershed Sampling Q1, July 2010, IFWGMP 2010",10-3667,10:35,,,,R-4240372Magnesium13.7CAMO-10-2289310:35
R-42,11/10/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,14.6,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-1274,INV,"Mortandad Watershed Sampling Q2, November 2010, IFWGMP 2010",11-467,10:55,,,,R-4240492Magnesium14.6CAMO-11-127410:55
R-42,02/18/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,13.8,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-4600,INV,"Mortandad Watershed Sampling Q3, Feb. 2011, 2010 Interim Plan",11-1402,11:42,,,,R-4240592Magnesium13.8CAMO-11-460011:42
R-42,05/31/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,13.8,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-10718,INV,"Mortandad Watershed Sampling Q4, May 2011, 2010 Interim Plan",11-2580,11:50,,,,R-4240694Magnesium13.8CAMO-11-1071811:50
R-42,08/02/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,15.7,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-11-24640,INV,"Mortandad Watershed Sampling Q5, August 2011, Interim Plan 2010",11-3009,13:24,,,,R-4240757Magnesium15.7CAMO-11-2464013:24
R-42,11/10/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,15,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-1490,INV,"Mortandad Watershed Sampling Q1, November 2011, Interim Plan 2011",12-323,11:41,,,,R-4240857Magnesium15CAMO-12-149011:41
R-42,03/09/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,15,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-12029,INV,Mortandad Watershed Sampling.,12-1066,11:25,,,,R-4240977Magnesium15CAMO-12-1202911:25
R-42,05/23/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,14.5,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-14024,INV,Mortandad (Chromium Monitoring) Q3 Watershed Sampling,12-1319,11:54,,,,R-4241052Magnesium14.5CAMO-12-1402411:54
R-42,08/08/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,13.8,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-12-21744,INV,Mortandad (Chromium Monitoring) Q4 Watershed Sampling,12-1481,13:51,,,,R-4241129Magnesium13.8CAMO-12-2174413:51
R-42,10/31/2012,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,14.4,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-13-24261,INV,Mortandad/Sandia (Chromium Investigation) MY2013 Q1 Watershed Sampling_MORTANDAD,2013-259,10:42,,,,R-4241213Magnesium14.4CAMO-13-2426110:42
R-42,02/01/2013,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,15.1,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-13-28417,INV,Mortandad/Sandia (Chromium Investigation) MY2013 Q2 Watershed Sampling_MORTANDAD,2013-502,11:30,,,,R-4241306Magnesium15.1CAMO-13-2841711:30
R-42,05/06/2013,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,14.3,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-13-30593,INV,Mortandad/Sandia (Chromium Investigation) MY2013 Q3 Watershed Sampling_MORTANDAD,2013-808,14:47,,,,R-4241400Magnesium14.3CAMO-13-3059314:47
R-42,11/07/2013,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,14.7,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-14-45765,INV,Mortandad/Sandia (Chromium Investigation) MY2014 Q1 Watershed Sampling_MORTANDAD,2014-2424,11:09,,,,R-4241585Magnesium14.7CAMO-14-4576511:09
R-42,05/08/2014,SW-846:6010C,Magnesium,Mg,RE,REG,F,Y,14.1,0.11,0.3,,,mg/L,1,W,,NQ,NQ,Y,GELC,CAMO-14-75863,TEST,Mortandad/Sandia (Chromium Investigation) MY2014 Q3 Watershed Sampling_Mortandad,2014-3376,10:17,,,,R-4241767Magnesium14.1CAMO-14-7586310:17
R-42,07/08/2014,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,14.2,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-14-84009,INV,Mortandad (Chromium Investigation) MY2014 Q4 Watershed Sampling,2014-3700,11:53,,,,R-4241828Magnesium14.2CAMO-14-8400911:53
R-42,11/14/2014,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,15,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-90232,INV,Mortandad/Sandia (Chromium Investigation) MY2015 Q1 Watershed Sampling_Mortandad,2015-326,11:06,,,,R-4241957Magnesium15CAMO-15-9023211:06
R-42,02/26/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,14.3,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-92500,INV,Mortandad/Sandia (Chromium Investigation and General Surveillance) MY2015 Q2 Watershed Sampling,2015-837,11:17,,,,R-4242061Magnesium14.3CAMO-15-9250011:17
R-42,05/08/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,15.2,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-95804,INV,"Mortandad/Sandia (Chromium, MDA C and General Surveillance) MY2015 Q3 Watershed Sampling",2015-1179,11:38,,,,R-4242132Magnesium15.2CAMO-15-9580411:38
R-42,08/12/2015,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,16.1,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-15-102607,INV,Mortandad/Sandia (Chromium and General Surveillance) MY2015 Q4 Watershed Sampling_Mortandad,2015-2151,11:42,,,,R-4242228Magnesium16.1CAMO-15-10260711:42
R-42,02/04/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,15.5,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-16-110041,INV,Mortandad/Sandia Q2 MY2016,2016-697,11:11,,,,R-4242404Magnesium15.5CAMO-16-11004111:11
R-42,05/04/2016,SW-846:6010C,Magnesium,Mg,INIT,REG,F,Y,14.5,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-16-115279,INV,Mortandad/Sandia Q3 MY2016,2016-1147,11:52,,,,R-4242494Magnesium14.5CAMO-16-11527911:52
R-43 S1,11/05/2008,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.7,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-09-1019,INV,R-43 Sampling,09-224,11:06,,,,R-43 S139757Magnesium3.7CASA-09-101911:06
R-43 S1,06/19/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.58,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CAMO-09-10502,INV,R-43 Characterization Sample,09-2433,13:31,,,,R-43 S139983Magnesium3.58CAMO-09-1050213:31
R-43 S1,08/18/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.3,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-09-10396,INV,"Sandia Watershed Sampling Q1, August 2009, IFWGMP 2009",09-2939,17:15,,,,R-43 S140043Magnesium3.3CASA-09-1039617:15
R-43 S1,11/19/2009,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.49,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-10-3857,INV,"Sandia Watershed Sampling Qtr 2, Nov. 2009, IFWGMP 2009",10-636,14:58,,,,R-43 S140136Magnesium3.49CASA-10-385714:58
R-43 S1,02/02/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.07,0.85,3,,,mg/L,10,WG,,NQ,NQ,Y,GELC,CASA-10-9481,INV,"Sandia Watershed Sampling Q3, February 2010, IFWGMP 2009",10-1597,13:50,,,,R-43 S140211Magnesium4.07CASA-10-948113:50
R-43 S1,05/10/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.67,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-10-16794,INV,"Sandia Watershed Sampling Q4, May 2010, IFWGMP 2009",10-3108,15:43,,,,R-43 S140308Magnesium3.67CASA-10-1679415:43
R-43 S1,07/15/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.58,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-10-22706,INV,"Sandia Watershed Sampling Q1, July 2010, IFWGMP 2010",10-3717,11:56,,,,R-43 S140374Magnesium3.58CASA-10-2270611:56
R-43 S1,11/16/2010,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.76,0.085,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-1378,INV,"Sandia Watershed Sampling Q2, November 2010, IFWGMP 2010",11-551,13:28,,,,R-43 S140498Magnesium3.76CASA-11-137813:28
R-43 S1,02/23/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.81,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-4568,INV,"Sandia Watershed Sampling Q3, Feb. 2011, 2010 Interim Plan",11-1436,13:53,,,,R-43 S140597Magnesium3.81CASA-11-456813:53
R-43 S1,05/18/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.64,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-10819,INV,"Sandia Watershed Sampling Q4, May 2011, 2010 Interim Plan",11-2459,13:02,,,,R-43 S140681Magnesium3.64CASA-11-1081913:02
R-43 S1,08/16/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,3.99,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-11-24784,INV,"Sandia Watershed Sampling Q5, August 2011, Interim Plan 2010",11-3244,14:37,,,,R-43 S140771Magnesium3.99CASA-11-2478414:37
R-43 S1,11/15/2011,SW-846:6010B,Magnesium,Mg,INIT,REG,F,Y,4.64,0.11,0.3,,,mg/L,1,WG,,NQ,NQ,Y,GELC,CASA-12-1393,INV,"Sandia Watershed Sampling Q1, November 2011, Interim Plan 2011",12-346,16:05,,,,R-43 S140862Magnesium4.64CASA-12-139316:05
